station,date,tmax,tmin,ppt
aceabsar,2021-08-11,32.02,13.39,0
aceabsar,2021-08-12,31.66,10.37,0
aceabsar,2021-08-13,28.76,9.16,0
aceabsar,2021-08-14,34.09,12.18,0
aceabsar,2021-08-15,33.71,16.72,0
aceabsar,2021-08-16,35.33,18.67,0
aceabsar,2021-08-25,22.05,5.98,0
aceabsar,2021-11-16,16.54,0.632,0
aceabsar,2021-11-17,2.66,-7.23,0
aceabsar,2021-11-18,9.96,-10.77,0
aceabsar,2021-11-19,11.8,3.87,0
aceabsar,2021-11-20,9.72,0.056,0
aceabsar,2021-11-21,11.13,-4.425,0
aceabsar,2021-11-22,15.65,3.66,0
aceabsar,2021-11-23,12.81,0,0
aceabsar,2021-11-24,5.269,-7.93,0
aceabsar,2021-11-25,10.78,-8.46,0
aceabsar,2021-11-26,14.22,7.762,0
aceabsar,2021-11-27,10.81,3.394,0
aceabsar,2021-11-28,16.9,1.001,0
aceabsar,2021-11-29,15.4,5.213,0
aceabsar,2021-11-30,11.35,-0.615,2.75
aceabsar,2021-12-01,16.22,9.98,0
aceabsar,2021-12-02,17.74,13.53,0
aceabsar,2021-12-03,14.02,-0.29,0
aceabsar,2021-12-04,13.27,-4.494,0
aceabsar,2021-12-05,12.68,-7.716,8.75
aceabsar,2021-12-06,1.664,-14.65,0.78
aceabsar,2021-12-07,6.023,-10.89,5.38
aceabsar,2021-12-08,7.274,-0.064,0
aceabsar,2021-12-09,5.762,-4.517,0
aceabsar,2021-12-10,-2.105,-9.78,0
aceabsar,2021-12-11,2.186,-9.47,0
aceabsar,2021-12-12,5.232,0.802,0
aceabsar,2021-12-13,6.04,-1.248,0
aceabsar,2021-12-14,10.48,-2.163,0
aceabsar,2021-12-15,7.328,-6.448,0.77
aceabsar,2021-12-16,-4.111,-13.66,0
aceabsar,2021-12-17,-1.663,-15.9,0
aceabsar,2021-12-18,2.961,-17.87,0
aceabsar,2021-12-19,6.049,1.664,0
aceabsar,2021-12-20,4.454,-11.73,0.47000000000000003
aceabsar,2021-12-21,9.06,0.757,0
aceabsar,2021-12-22,8.91,3.614,0
aceabsar,2021-12-23,8.84,3.068,0
aceabsar,2021-12-24,6.298,-5.162,6.67
aceabsar,2021-12-25,-4.921,-14.15,0
aceabsar,2021-12-26,-9.51,-18.46,0.4
aceabsar,2021-12-27,-16.84,-22.75,0
aceabsar,2021-12-28,-9.67,-19.57,0
aceabsar,2021-12-29,-8.35,-19.1,0
aceabsar,2021-12-30,-2.7,-21.68,0
aceabsar,2021-12-31,-4.687,-20.58,0
aceabsar,2022-01-01,-15.1,-28.26,0
aceabsar,2022-01-02,0.662,-17.81,0
aceabsar,2022-01-03,6.235,-2.93,0
aceabsar,2022-01-04,5.34,-14.35,0.21
aceabsar,2022-01-05,-14.31,-23.6,0.75
aceabsar,2022-01-06,-15.42,-22.61,4.46
aceabsar,2022-01-07,8.05,-15.32,0
aceabsar,2022-01-08,5.045,-3.434,0
aceabsar,2022-01-09,6.145,-8.35,0
aceabsar,2022-01-10,11.12,-6.849,0
aceabsar,2022-01-11,8.9,-1.499,0
aceabsar,2022-01-12,11.62,3.53,0
aceabsar,2022-01-13,11.76,4.154,0
aceabsar,2022-01-14,7.954,-0.822,0
aceabsar,2022-01-15,8.4,-5.668,0
aceabsar,2022-01-16,8.46,1.525,0
aceabsar,2022-01-17,13.91,-0.794,0
aceabsar,2022-01-18,10.64,-8.5,0.14
aceabsar,2022-01-19,-8.92,-16.95,1.79
aceabsar,2022-01-20,3.879,-18.5,0
aceabsar,2022-01-21,4.759,-0.42,0.15
aceabsar,2022-01-22,7.787,-4.512,0
aceabsar,2022-01-23,11.74,1.068,0
aceabsar,2022-01-24,10.01,-5.449,0
aceabsar,2022-01-25,1.987,-5.789,0
aceabsar,2022-01-26,5.696,-6.451,0
aceabsar,2022-01-27,2.842,-8.51,0.45
aceabsar,2022-01-28,10.37,-6.738,0
aceabsar,2022-01-29,12.26,-1.347,0
aceabsar,2022-01-30,10.84,-0.919,0
aceabsar,2022-01-31,8.73,-1.342,0
aceabsar,2022-02-01,-0.703,-12.05,1.31
aceabsar,2022-02-02,-10.52,-24.47,0.13999999999999999
aceabsar,2022-02-03,-1.33,-24.96,0
aceabsar,2022-02-04,6.638,-7.108,0
aceabsar,2022-02-05,5.625,0.695,0
aceabsar,2022-02-06,7.255,-5.125,0
aceabsar,2022-02-07,13.14,-4.008,0
aceabsar,2022-02-08,10.26,-1.74,0
aceabsar,2022-02-09,10.24,5.813,0
aceabsar,2022-02-17,4.647,-15.83,0
aceabsar,2022-02-18,8.21,-0.519,0
aceabsar,2022-02-19,11.23,-5.06,0
aceabsar,2022-02-20,8.36,-4.181,0.83
aceabsar,2022-02-21,-4.269,-21.01,3.77
aceabsar,2022-02-22,-20.35,-25.42,0.19
aceabsar,2022-02-23,-19.13,-32.55,0
aceabsar,2022-02-24,-8.24,-28.71,0.4
aceabsar,2022-02-25,-5.846,-16.25,0
aceabsar,2022-02-26,-1.568,-14.87,0
aceabsar,2022-02-27,7.608,-9.82,0
aceabsar,2022-02-28,10.66,2.87,0
aceabsar,2022-03-01,14.5,7.583,0
aceabsar,2022-03-02,13.35,1.598,0
aceabsar,2022-03-03,14.03,1.226,0
aceabsar,2022-03-04,10.62,-1.239,0.64
aceabsar,2022-03-05,-1.288,-7.146,2.27
aceabsar,2022-03-06,-2.358,-10.15,0
aceabsar,2022-03-07,1.078,-14.27,0
aceabsar,2022-03-08,0.7,-11,1.52
aceabsar,2022-03-09,-10.85,-21.06,0.07
aceabsar,2022-03-10,-5.905,-23.27,0
aceabsar,2022-03-11,-1.463,-12.59,0
aceabsar,2022-03-12,11.68,-3.037,0
aceabsar,2022-03-13,11.04,2.229,0
aceabsar,2022-03-14,11.29,-2.593,0
aceabsar,2022-03-15,14.75,6.185,0
aceabsar,2022-03-16,9.24,0.573,0
aceabsar,2022-03-17,8.99,-4.665,0
aceabsar,2022-03-18,11.2,-1.251,0
aceabsar,2022-03-19,15.51,-0.51,0
aceabsar,2022-03-20,13.59,0.246,0
aceabsar,2022-03-21,6.908,-7.579,0
aceabsar,2022-03-22,10.54,-3.003,0
aceabsar,2022-03-23,18.42,-2.531,0
aceabsar,2022-03-24,17.49,6.374,0
aceabsar,2022-03-25,10.94,-7.559,0
aceabsar,2022-03-26,13.39,-2.578,0
aceabsar,2022-03-27,19.16,-2.196,0
aceabsar,2022-03-28,22.82,4.725,0
aceabsar,2022-03-29,20.07,-0.929,0.33999999999999997
aceabsar,2022-03-30,13.7,-7.231,0
aceabsar,2022-03-31,13.96,2.18,0
aceabsar,2022-04-01,9.34,-5.64,0
aceabsar,2022-04-02,16.36,-4.88,0.31
aceabsar,2022-04-03,11.7,-3.68,0.25
aceabsar,2022-04-04,12.06,-1.5,0
aceabsar,2022-04-05,10.12,-1.4,4.61
aceabsar,2022-04-06,7.94,-0.24,0
aceabsar,2022-04-07,14.82,-4.66,0
aceabsar,2022-04-08,23.28,-3.16,0
aceabsar,2022-04-09,22.1,2.4,0
aceabsar,2022-04-10,5.86,-3.12,0
aceabsar,2022-04-11,2,-11.06,0.33
aceabsar,2022-04-12,-1.26,-10.2,2.87
aceabsar,2022-04-13,-6.18,-15.78,0
aceabsar,2022-04-14,-6.16,-19.82,0
aceabsar,2022-04-15,-4.78,-15.02,1.1
aceabsar,2022-04-16,-0.32,-9.22,0
aceabsar,2022-04-17,3.3,-5.34,1.89
aceabsar,2022-04-18,9.36,-7.9,0
aceabsar,2022-04-19,12.74,-0.82,0
aceabsar,2022-04-20,10.68,-0.2,0
aceabsar,2022-04-21,9.9,-4,0
aceabsar,2022-04-22,8.78,1.7,2.19
aceabsar,2022-04-23,4.7,0.6,7.41
aceabsar,2022-04-24,10.08,1.22,0.78
aceabsar,2022-04-25,15.66,-3.54,0
aceabsar,2022-04-26,18.2,-0.4,0
aceabsar,2022-04-27,16.18,-1.44,0
aceabsar,2022-04-28,11.64,2.42,1.6500000000000001
aceabsar,2022-04-29,7.2,4.18,0.29
aceabsar,2022-04-30,12.36,-1.88,0.77
aceabsar,2022-05-01,11.5,2.6,1.09
aceabsar,2022-05-02,13.74,2.8,1.28
aceabsar,2022-05-03,12.8,5,5.16
aceabsar,2022-05-04,18.14,0.8,0
aceabsar,2022-05-05,23.02,2.88,0
aceabsar,2022-05-06,20.26,7.2,0
aceabsar,2022-05-07,19.16,5.54,1.32
aceabsar,2022-05-08,9.2,3.14,0
aceabsar,2022-05-09,7.6,-0.66,0.13
aceabsar,2022-05-10,11.12,-2.14,0
aceabsar,2022-05-11,12.78,-3.66,0
aceabsar,2022-05-12,12.38,4.92,9.09
aceabsar,2022-05-13,14.38,0.32,0
aceabsar,2022-05-14,15.76,-0.94,0
aceabsar,2022-05-15,20.3,4.54,0.64
aceabsar,2022-05-16,20.92,7.14,1.44
aceabsar,2022-05-17,20.8,6.62,1.4300000000000002
aceabsar,2022-05-18,20.68,4.7,0
aceabsar,2022-05-19,20.24,3.82,1.98
aceabsar,2022-05-20,8.56,0.1,1.67
aceabsar,2022-05-21,9.16,-2.78,0
aceabsar,2022-05-22,9.88,-4.22,0.36000000000000004
aceabsar,2022-05-23,15.22,0.02,0
aceabsar,2022-05-24,16.32,0.9,0
aceabsar,2022-05-25,22.32,4.26,0
aceabsar,2022-05-26,24.8,4.42,0
aceabsar,2022-05-27,24.08,12.72,0
aceabsar,2022-05-28,22.88,10.12,3.83
aceabsar,2022-05-29,12.82,5.62,13.200000000000001
aceabsar,2022-05-30,10.08,6.54,59.4
aceabsar,2022-05-31,13.64,5.8,6.03
aceabsar,2022-06-01,15.88,2.42,0
aceabsar,2022-06-02,17.42,7.2,0
aceabsar,2022-06-03,19.48,5.1,2
aceabsar,2022-06-04,19.96,6.46,4.08
aceabsar,2022-06-05,20.58,10.66,3.36
aceabsar,2022-06-06,17.82,7.24,0.44
aceabsar,2022-06-07,18.38,6.26,0
aceabsar,2022-06-08,18.36,2.7,0
aceabsar,2022-06-09,23.04,11.62,0.11
acebozem,2021-08-25,-Inf,Inf,0.36
acebozem,2021-11-16,15.84,-1.063,0
acebozem,2021-11-17,0.311,-8.9,0
acebozem,2021-11-18,3.255,-11.48,0
acebozem,2021-11-19,11.06,-2.284,0
acebozem,2021-11-20,7.958,0.372,2.85
acebozem,2021-11-21,7.853,-7.309,0
acebozem,2021-11-22,11.87,-4.665,0
acebozem,2021-11-23,6.379,-7.071,0
acebozem,2021-11-24,3.071,-3.691,1.21
acebozem,2021-11-25,4.856,-7.859,0
acebozem,2021-11-26,10.49,0.497,0
acebozem,2021-11-27,9.83,1.613,0
acebozem,2021-11-28,17.82,0.649,0
acebozem,2021-11-29,14.58,2.578,3.73
acebozem,2021-11-30,10.59,-1.606,0.67
acebozem,2021-12-01,18.3,5.766,0
acebozem,2021-12-02,18.09,9.67,0
acebozem,2021-12-03,11.75,-1.487,0
acebozem,2021-12-04,14.75,-1.596,0
acebozem,2021-12-05,12.57,-5.63,2.87
acebozem,2021-12-06,1.539,-14.92,0
acebozem,2021-12-07,5.885,-2.887,1.55
acebozem,2021-12-08,7.887,-6.695,0
acebozem,2021-12-09,3.782,-6.579,0
acebozem,2021-12-10,-0.86,-9.49,0
acebozem,2021-12-11,4.293,-5.168,0
acebozem,2021-12-12,7.46,-1.011,0
acebozem,2021-12-13,8.99,-0.739,0
acebozem,2021-12-14,9.94,3.114,0
acebozem,2021-12-15,6.976,-13.8,10.07
acebozem,2021-12-16,-2.711,-19.18,0
acebozem,2021-12-17,-2.015,-17.16,0
acebozem,2021-12-18,-2.579,-20.78,0
acebozem,2021-12-19,6.574,-6.411,0.9400000000000001
acebozem,2021-12-20,4.257,-9.93,1.35
acebozem,2021-12-21,7.817,-1.506,0
acebozem,2021-12-22,6.597,1.034,0
acebozem,2021-12-23,6.467,-4.136,0
acebozem,2021-12-24,6.068,-6.528,4.79
acebozem,2021-12-25,1.035,-9.08,0
acebozem,2021-12-26,-1.909,-16.48,6.5
acebozem,2021-12-27,-15.31,-25.49,0
acebozem,2021-12-28,-9.77,-24.37,0
acebozem,2021-12-29,-9.49,-17.59,0.39
acebozem,2021-12-30,-2.699,-24.88,0
acebozem,2021-12-31,-5.125,-18.73,0
acebozem,2022-01-01,-13.7,-27.09,0
acebozem,2022-01-02,-5.721,-14.79,0
acebozem,2022-01-03,4.873,-15.03,0
acebozem,2022-01-04,3.503,-12.46,0.09
acebozem,2022-01-05,-12.73,-21.46,3.66
acebozem,2022-01-06,-11.12,-21.3,2.69
acebozem,2022-01-07,6.973,-11.04,0
acebozem,2022-01-08,5.321,-5.597,0
acebozem,2022-01-09,-1.21,-15.56,0
acebozem,2022-01-10,0.722,-15.79,0
acebozem,2022-01-11,2.883,-12.86,0
acebozem,2022-01-12,7.484,-2.959,0
acebozem,2022-01-13,5.676,-5.782,0
acebozem,2022-01-14,4.757,-4.755,0
acebozem,2022-01-15,2.715,-10.72,0
acebozem,2022-01-16,4.331,-7.092,0
acebozem,2022-01-17,5.533,-3.967,0
acebozem,2022-01-18,7.683,-4.88,0
acebozem,2022-01-19,-5.089,-11.48,4.78
acebozem,2022-01-20,1.651,-15.78,0
acebozem,2022-01-21,3.108,-1.484,0.21000000000000002
acebozem,2022-01-22,3.38,-5.134,0
acebozem,2022-01-23,5.64,-10.67,0
acebozem,2022-01-24,5.509,-10.39,1.73
acebozem,2022-01-25,2.866,-6.995,1.56
acebozem,2022-01-26,1.159,-12.62,0
acebozem,2022-01-27,-0.595,-12.47,0
acebozem,2022-01-28,-1.891,-15.68,0
acebozem,2022-01-29,2.45,-11.42,0
acebozem,2022-01-30,6.363,-10.04,0
acebozem,2022-01-31,4.727,-5.7,0
acebozem,2022-02-01,-1.518,-12.49,0
acebozem,2022-02-02,-4.876,-22.15,2.42
acebozem,2022-02-03,-2.944,-26.56,0
acebozem,2022-02-04,1.026,-11.59,0
acebozem,2022-02-05,4.182,-0.92,0
acebozem,2022-02-06,4.963,-8.07,0
acebozem,2022-02-07,9.95,-10.05,0
acebozem,2022-02-08,8.54,-8.21,0
acebozem,2022-02-09,5.761,0.007,0
acebozem,2022-02-10,9.81,1.286,0
acebozem,2022-02-13,9.45,-8.18,0
acebozem,2022-02-16,0.454,-6.914,1.06
acebozem,2022-02-17,2.337,-14.12,0
acebozem,2022-02-18,6.465,0.724,0
acebozem,2022-02-19,9.33,-6.981,0
acebozem,2022-02-20,8.16,-2.397,2.42
acebozem,2022-02-21,-2.441,-18.53,3.5700000000000003
acebozem,2022-02-22,-18.5,-23.88,0
acebozem,2022-02-23,-17.99,-29.89,0
acebozem,2022-02-24,-10.82,-26.54,0.06
acebozem,2022-02-25,-6.746,-21.51,0
acebozem,2022-02-26,-1.119,-19.59,0
acebozem,2022-02-27,3.321,-15.95,0
acebozem,2022-02-28,10.09,-4.19,0
acebozem,2022-03-01,10.73,4.807,0
acebozem,2022-03-02,11.12,1.047,0
acebozem,2022-03-03,13.95,1.191,0
acebozem,2022-03-04,10.75,-2.539,0
acebozem,2022-03-05,0.61,-7.425,2.17
acebozem,2022-03-06,-2.919,-7.794,0
acebozem,2022-03-07,0.931,-14.05,0
acebozem,2022-03-08,-0.261,-9.98,3.52
acebozem,2022-03-09,-10.08,-20.19,0.7000000000000001
acebozem,2022-03-10,-4.441,-25.92,0
acebozem,2022-03-11,1.773,-16.32,0
acebozem,2022-03-12,10.34,1.593,0
acebozem,2022-03-13,9.66,1.386,0.64
acebozem,2022-03-14,9.84,-5.117,0
acebozem,2022-03-15,9.16,-0.171,0
acebozem,2022-03-16,8.69,-0.007,2.44
acebozem,2022-03-17,7.675,-1.679,0
acebozem,2022-03-18,9.14,-2.227,0
acebozem,2022-03-19,12.19,-1.631,0
acebozem,2022-03-20,11.49,-1.612,0
acebozem,2022-03-21,3.766,-8.05,0
acebozem,2022-03-22,8.35,-1.315,0
acebozem,2022-03-23,16.45,-1.589,0
acebozem,2022-03-24,16.57,3.955,0
acebozem,2022-04-01,8.76,-5.453,0
acebozem,2022-04-02,12.15,-4.228,3.16
acebozem,2022-04-03,11.55,-3.193,1.67
acebozem,2022-04-04,11.35,-1.343,0
acebozem,2022-04-05,10.44,-2.125,2.5
acebozem,2022-04-06,7.645,-1.972,0
acebozem,2022-04-07,13.6,-6.516,0
acebozem,2022-04-08,23.63,-1.729,0
acebozem,2022-04-09,19.82,-0.172,2.94
acebozem,2022-04-10,3.675,-6.532,0.24
acebozem,2022-04-11,0.752,-10.45,0
acebozem,2022-04-12,-1.518,-7.655,0.87
acebozem,2022-04-13,-4.268,-13.28,0
acebozem,2022-04-14,-0.629,-12.78,0
acebozem,2022-04-15,1.296,-9.97,0
acebozem,2022-04-16,1.464,-5.777,0
acebozem,2022-04-17,5.316,-7.09,2.72
acebozem,2022-04-18,10.41,-5.533,0
acebozem,2022-04-19,9.37,0.974,0.39999999999999997
acebozem,2022-04-20,10.8,-3.471,0
acebozem,2022-04-21,10.67,0.387,0
acebozem,2022-04-22,8.99,0.396,20.09
acebozem,2022-04-23,6.071,0.187,13.94
acebozem,2022-04-24,9.75,0.766,0.22
acebozem,2022-04-25,15.59,-1.615,0
acebozem,2022-04-26,15.78,3.285,0
acebozem,2022-04-27,14.38,-2.574,2.84
acebozem,2022-04-28,10.58,-1.652,0
acebozem,2022-04-29,10.49,0.225,12.89
acebozem,2022-04-30,13.34,-1.168,5.52
acebozem,2022-05-01,12.2,4.399,0.87
acebozem,2022-05-02,14.71,2.856,0
acebozem,2022-05-03,12.84,3.068,19.75
acebozem,2022-05-04,15.38,0.658,0
acebozem,2022-05-05,21.66,2.594,0
acebozem,2022-05-06,20.43,6.414,0
acebozem,2022-05-07,17.65,3.704,6.58
acebozem,2022-05-08,9.94,0.803,4.16
acebozem,2022-05-09,5.581,-3.558,7.34
acebozem,2022-05-10,9.78,-4.66,0.55
acebozem,2022-05-11,14.04,-1.95,0
acebozem,2022-05-12,12.47,2.91,9.85
acebozem,2022-05-13,12.56,-0.3,0
acebozem,2022-05-14,12.48,0.279,0
acebozem,2022-05-15,21.09,1.525,0.79
acebozem,2022-05-16,21.22,9.65,7.82
acebozem,2022-05-17,19.62,8.39,4.84
acebozem,2022-05-18,19.72,2.534,0
acebozem,2022-05-19,14.44,3.185,5.23
acebozem,2022-05-20,8.14,-0.36,5.18
acebozem,2022-05-21,10.13,-2.453,0
acebozem,2022-05-22,9.91,0.827,0
acebozem,2022-05-23,13.98,-1.209,0.35000000000000003
acebozem,2022-05-24,15.84,1.546,0
acebozem,2022-05-25,22.11,3.469,0
acebozem,2022-05-26,24.97,4.232,0
acebozem,2022-05-27,24.99,11.2,0.96
acebozem,2022-05-28,20.04,8.44,3.81
acebozem,2022-05-29,12.15,6.509,19.28
acebozem,2022-05-30,9.82,4.665,20.330000000000002
acebozem,2022-05-31,14.09,5.685,0.67
acebozem,2022-06-01,16.14,1.364,0
acebozem,2022-06-02,19.03,6.286,0
acebozem,2022-06-03,19.16,6.689,3.38
acebozem,2022-06-04,18.65,6.829,0
acebozem,2022-06-05,17.34,9.31,9.6
acebozem,2022-06-06,15.68,6.498,19.87
acebozem,2022-06-07,17.73,7.155,0
acebozem,2022-06-08,17.55,4.783,0
acebozem,2022-06-09,23.18,11.25,0
acebroad,2021-08-16,36.65,17.55,0
acebroad,2021-08-25,22.18,7.99,0
acebroad,2021-09-01,29.15,11.65,0
acebroad,2021-11-16,16.29,0.459,0
acebroad,2021-11-17,1.663,-7.978,0
acebroad,2021-11-18,5.552,-9.63,0
acebroad,2021-11-19,9.73,0.125,0
acebroad,2021-11-20,8.39,-0.148,0.78
acebroad,2021-11-21,10.35,-4.081,0
acebroad,2021-11-22,15.11,2.677,0
acebroad,2021-11-23,12.19,2.07,0
acebroad,2021-11-24,6.797,-7.465,2.7600000000000002
acebroad,2021-11-25,10.31,-9.28,0
acebroad,2021-11-26,15.08,5.236,0
acebroad,2021-11-27,9.73,1.784,0
acebroad,2021-11-28,17.58,0.968,0
acebroad,2021-11-29,14.09,4.695,3.91
acebroad,2021-11-30,10.19,-0.95,0.73
acebroad,2021-12-01,17.69,4.998,0
acebroad,2021-12-02,19.07,10.99,0
acebroad,2021-12-03,10.92,-2.286,0.74
acebroad,2021-12-04,0.368,-4.076,0
acebroad,2021-12-05,7.694,-6.479,0.63
acebroad,2021-12-06,-5.788,-14.59,1.19
acebroad,2021-12-07,4.546,-11.67,2.2800000000000002
acebroad,2021-12-08,7.135,-1.305,0
acebroad,2021-12-09,6.432,-4.498,0
acebroad,2021-12-10,0.67,-8.47,0
acebroad,2021-12-11,5.384,-7.172,0
acebroad,2021-12-12,8.25,-1.618,0
acebroad,2021-12-13,7.136,-3.373,0
acebroad,2021-12-14,11.68,0.176,0
acebroad,2021-12-15,8.57,-8.44,2.02
acebroad,2021-12-16,-2.999,-13.3,0
acebroad,2021-12-17,-3.14,-16.84,0
acebroad,2021-12-18,-2.991,-18.13,0
acebroad,2021-12-19,4.726,-7.499,0
acebroad,2021-12-20,-7.11,-13.15,2.99
acebroad,2021-12-21,5.999,-7.501,0
acebroad,2021-12-22,6.727,0.159,0
acebroad,2021-12-23,5.265,-1.159,0
acebroad,2021-12-24,3.852,-5.667,0.31
acebroad,2021-12-25,-5.079,-13.21,0
acebroad,2021-12-26,-13.02,-18.86,0.27
acebroad,2021-12-27,-17.65,-25.49,1.64
acebroad,2021-12-28,-9.43,-23.07,0
acebroad,2021-12-29,-9.98,-21.45,0.27
acebroad,2021-12-30,-3.892,-23.19,0
acebroad,2021-12-31,-11.6,-22.77,0.42
acebroad,2022-01-01,-13.94,-27.54,0
acebroad,2022-01-02,-0.885,-16.77,0
acebroad,2022-01-03,5.47,-7.124,0
acebroad,2022-01-04,5.057,-20.19,0
acebroad,2022-01-05,-20.08,-24.16,0
acebroad,2022-01-06,-17.26,-25.11,3.66
acebroad,2022-01-07,6.451,-17.29,0
acebroad,2022-01-08,4.775,-14.82,0
acebroad,2022-01-09,2.574,-18.48,0
acebroad,2022-01-10,4.523,-6.423,0
acebroad,2022-01-11,4.933,-2.982,0
acebroad,2022-01-12,9.11,1.056,0
acebroad,2022-01-13,7.993,3.095,0
acebroad,2022-01-14,7.255,-2.413,0
acebroad,2022-01-15,6.594,-3.924,0
acebroad,2022-01-16,5.163,-0.649,0
acebroad,2022-01-17,11.1,-0.31,0
acebroad,2022-01-18,7.899,-11.04,1.31
acebroad,2022-01-19,-11.11,-17.05,0.99
acebroad,2022-01-20,-0.052,-18.64,0
acebroad,2022-01-21,3.372,-1.259,0
acebroad,2022-01-22,5.318,-5.07,0
acebroad,2022-01-23,9.34,-0.203,0
acebroad,2022-01-24,6.476,-1.559,0
acebroad,2022-01-25,3.098,-6.321,0.37
acebroad,2022-01-26,4.758,-3.661,0
acebroad,2022-01-27,2.436,-5.332,0
acebroad,2022-01-28,7.274,-5.002,0
acebroad,2022-01-29,11.14,-0.813,0
acebroad,2022-01-30,9.18,-0.874,0
acebroad,2022-01-31,6.387,-1.877,0
acebroad,2022-02-01,-2.041,-12.49,0
acebroad,2022-02-02,-11.52,-24.37,0.25
acebroad,2022-02-03,-1.415,-23.35,0
acebroad,2022-02-04,6.33,-13.28,0
acebroad,2022-02-05,6.341,0.746,0.8200000000000001
acebroad,2022-02-06,6.722,-4.413,0
acebroad,2022-02-07,12.21,-3.824,0
acebroad,2022-02-08,10.85,0.793,0
acebroad,2022-02-09,10.98,0.295,0
acebroad,2022-02-10,13.41,1.703,0
acebroad,2022-02-17,4,-13.98,0
acebroad,2022-02-18,5.606,-3.342,0
acebroad,2022-02-19,12.87,-6.084,0
acebroad,2022-02-20,10.34,-11.08,0
acebroad,2022-02-21,-11.42,-20.26,0.97
acebroad,2022-02-22,-19.96,-24.8,0
acebroad,2022-02-23,-22.42,-30.12,0
acebroad,2022-02-24,-8.33,-27.1,0
acebroad,2022-02-25,-5.346,-17.07,0
acebroad,2022-02-26,-0.652,-13.28,0
acebroad,2022-02-27,6.603,-7.964,0
acebroad,2022-02-28,8.02,-0.018,0
acebroad,2022-03-01,14.31,4.99,0.22999999999999998
acebroad,2022-03-02,12.19,4.331,1.14
acebroad,2022-03-03,6.992,-0.347,0
acebroad,2022-03-04,3.983,-1.908,0
acebroad,2022-03-05,-1.638,-8.32,2.66
acebroad,2022-03-06,-4.101,-8.47,0
acebroad,2022-03-07,3.613,-10.48,0
acebroad,2022-03-08,2.004,-10.49,2.4
acebroad,2022-03-09,-10.53,-19.26,0.07
acebroad,2022-03-10,-4.453,-20.46,0
acebroad,2022-03-11,-3.628,-14.36,0
acebroad,2022-03-12,11.98,-5.008,0
acebroad,2022-03-13,10.25,1.901,1.9
acebroad,2022-03-14,11.99,-2.147,0
acebroad,2022-03-15,13.21,1.351,0
acebroad,2022-03-16,10.02,0.869,0.12
acebroad,2022-03-17,9.95,-3.475,0
acebroad,2022-03-18,11.3,-0.229,0
acebroad,2022-03-19,16.08,-0.804,0
acebroad,2022-03-20,13.74,-0.167,1.68
acebroad,2022-03-21,7.804,-6.166,0
acebroad,2022-03-22,11.37,-0.133,0
acebroad,2022-03-23,19.5,-0.955,0
acebroad,2022-03-24,18.92,4.786,0
acebroad,2022-03-25,9.64,-3.447,0
acebroad,2022-03-26,11.95,-1.319,0
acebroad,2022-03-27,19.26,0.635,0
acebroad,2022-03-28,23.45,5.93,0
acebroad,2022-03-29,21.24,-1.033,1.49
acebroad,2022-03-30,15.38,-5.483,0
acebroad,2022-03-31,14.47,1.543,0
acebroad,2022-04-01,8.06,-4.63,0.35000000000000003
acebroad,2022-04-02,15.01,-3.348,0
acebroad,2022-04-03,12.57,-0.288,0
acebroad,2022-04-04,13.68,-1.035,0
acebroad,2022-04-05,12.22,-1.375,1.05
acebroad,2022-04-06,8.17,0.187,0
acebroad,2022-04-07,12.42,-5.486,0
acebroad,2022-04-08,22.22,-3.135,0
acebroad,2022-04-09,21.45,3.025,0
acebroad,2022-04-10,6.482,-2.999,0
acebroad,2022-04-11,2.711,-5.702,0.09000000000000001
acebroad,2022-04-12,1.534,-11.32,1.37
acebroad,2022-04-13,-6.679,-12.99,0.29
acebroad,2022-04-14,-5.865,-17.97,0
acebroad,2022-04-15,-5.458,-11.74,0
acebroad,2022-04-16,1.102,-11.3,0
acebroad,2022-04-17,1.642,-5.12,0.89
acebroad,2022-04-18,8.36,-3.638,0
acebroad,2022-04-19,11.67,-0.584,0
acebroad,2022-04-20,9.56,-1.071,0
acebroad,2022-04-21,9.12,-3.188,0
acebroad,2022-04-22,7.745,2.191,2.6
acebroad,2022-04-23,4.135,0.252,17.86
acebroad,2022-04-24,9.89,-0.156,0
acebroad,2022-04-25,15.14,-1.091,0
acebroad,2022-04-26,18.29,3.63,0
acebroad,2022-04-27,16.88,2.109,0
acebroad,2022-04-29,9.4,1.8,17.94
acebroad,2022-04-30,12.26,-0.2,0
acebroad,2022-05-01,11.78,5.2,1.04
acebroad,2022-05-02,13.36,3.08,1.96
acebroad,2022-05-03,13.42,3.52,1.1600000000000001
acebroad,2022-05-04,18.44,3.94,0
acebroad,2022-05-05,23.32,5.68,0
acebroad,2022-05-06,22.3,8.6,0
acebroad,2022-05-07,21.36,7.16,0
acebroad,2022-05-08,13.22,4.08,0
acebroad,2022-05-09,9.98,0.74,1.96
acebroad,2022-05-10,13.4,-0.94,0
acebroad,2022-05-11,14.5,2.4,0
acebroad,2022-05-12,13.86,5.22,8.58
acebroad,2022-05-13,14.66,2.3,1.24
acebroad,2022-05-14,16.08,0.12,0
acebroad,2022-05-15,20.36,3.26,0
acebroad,2022-05-16,22.34,7.68,0
acebroad,2022-05-17,21.34,9.3,1.03
acebroad,2022-05-18,21.14,6.4,0
acebroad,2022-05-19,18.94,6.8,0.26
acebroad,2022-05-20,10.74,-0.54,1.22
