station,date,tmax,tmin,ppt
mbmgtech,2021-04-20,3.1,-10.4,0.051000000000000004
mbmgtech,2021-04-21,10.6,-7.7,0
mbmgtech,2021-04-22,10.3,-3.3,0
mbmgtech,2021-04-23,7.4,-5.9,2.195
mbmgtech,2021-04-24,8.4,-0.4,0.476
mbmgtech,2021-04-25,5.4,0.9,0.663
mbmgtech,2021-04-26,7.9,-2,2.1430000000000002
mbmgtech,2021-04-27,11.8,-3.4,0
mbmgtech,2021-04-28,14.9,2.3,0
mbmgtech,2021-04-29,21,5.9,0
mbmgtech,2021-04-30,23.4,8.9,0
mbmgtech,2021-05-01,21.4,5.5,0
mbmgtech,2021-05-02,9,2.6,0
mbmgtech,2021-05-03,12,-3.4,0.034
mbmgtech,2021-05-04,11.5,0.8,0.969
mbmgtech,2021-05-05,15.5,-0.5,0.017
mbmgtech,2021-05-06,23.4,3.8,0
mbmgtech,2021-05-07,23.2,3.2,3.303
mbmgtech,2021-05-08,3,-2.2,0.851
mbmgtech,2021-05-09,4.8,-2.3,0
mbmgtech,2021-05-10,7.1,-1.6,0.051000000000000004
mbmgtech,2021-05-11,11.2,-2.6,0.017
mbmgtech,2021-05-12,15.6,-1.1,0
mbmgtech,2021-05-13,17,5.4,0
mbmgtech,2021-05-14,17.1,4,0
mbmgtech,2021-05-15,16.9,5.7,2.025
mbmgtech,2021-05-16,21.6,3.8,0
mbmgtech,2021-05-17,24.6,5.4,0
mbmgtech,2021-05-18,24.3,7.9,0
mbmgtech,2021-05-19,14.1,1.1,0.20400000000000001
mbmgtech,2021-05-20,7.7,-1.4,4.491
mbmgtech,2021-06-06,21.4,3.8,0
mbmgtech,2021-06-10,22.2,1.6,4.288
mbmgtech,2021-06-11,17.7,-0.2,0.646
mbmgtech,2021-06-12,21.4,6.5,0
mbmgtech,2021-06-13,29.4,8,0
mbmgtech,2021-06-14,32.9,14.6,0
mbmgtech,2021-06-15,32.2,20.1,0
mbmgtech,2021-06-16,29.3,4.9,0
mbmgtech,2021-06-17,23.9,7,0
mbmgtech,2021-06-18,27.4,7.5,0
mbmgtech,2021-06-19,27.4,10.6,0
mbmgtech,2021-06-20,22.4,9.5,3.114
mbmgtech,2021-08-06,23.2,12.9,0.646
mbmgtech,2021-08-07,26.9,10.1,0
mbmgtech,2021-08-08,26.7,11.6,1.293
mbmgtech,2021-08-09,19.2,5.4,9.972999999999999
mbmgtech,2021-08-10,24.5,8.7,0
mbmgtech,2021-08-11,28.8,12.9,0
mbmgtech,2021-08-12,29.1,13.8,0
mbmgtech,2021-08-13,29.6,12.2,0
mbmgtech,2021-08-14,29.6,13.2,0
mbmgtech,2021-08-15,30,13.3,0
mbmgtech,2021-09-08,30.1,11.2,0
mbmgtech,2021-11-16,12.4,-4.4,0.68
mbmgtech,2021-11-17,-1.9,-12,0
mbmgtech,2021-11-18,1.8,-10,0
mbmgtech,2021-11-19,5.2,0.2,0.391
mbmgtech,2021-11-20,2.4,-5.4,0
mbmgtech,2021-11-21,6.6,-6.4,0
mbmgtech,2021-11-22,10.6,0.4,0
mbmgtech,2021-11-23,5.8,-6.1,0
mbmgtech,2021-11-24,1,-4.5,0
mbmgtech,2021-11-25,8.5,-4.1,0
mbmgtech,2021-11-26,6.9,1.5,0
mbmgtech,2021-11-27,8.3,0.4,0
mbmgtech,2021-11-28,13.5,4.6,0
mbmgtech,2021-11-29,10.6,0.3,1.037
mbmgtech,2021-11-30,8.6,-1.4,0.493
mbmgtech,2021-12-01,14.4,4.4,0
mbmgtech,2021-12-02,12.2,8,0
mbmgtech,2021-12-03,9,0.4,0
mbmgtech,2021-12-04,10.5,0.4,0
mbmgtech,2021-12-05,6.1,-7.3,0
mbmgtech,2021-12-06,0.8,-11.4,0
mbmgtech,2021-12-07,4.3,-5.1,0.28900000000000003
mbmgtech,2021-12-08,4.9,-1.4,0
mbmgtech,2021-12-09,-0.2,-8,0
mbmgtech,2021-12-10,-4,-10,0
mbmgtech,2021-12-11,1.9,-7.9,0
mbmgtech,2021-12-12,4.4,-3.6,0
mbmgtech,2021-12-13,2.7,-6,0.561
mbmgtech,2021-12-14,4.4,-3.3,0
mbmgtech,2021-12-15,-3.2,-10.9,0
mbmgtech,2021-12-16,-2.8,-12.9,0
mbmgtech,2021-12-17,-4.5,-13.4,0
mbmgtech,2021-12-18,0.8,-15.6,0
mbmgtech,2021-12-19,3.3,-2.2,0
mbmgtech,2021-12-20,3.5,-8,2.125
mbmgtech,2021-12-21,5.2,-0.9,0.357
mbmgtech,2021-12-22,3.6,-1.3,0
mbmgtech,2021-12-23,3.3,-1,0.034
mbmgtech,2021-12-24,2.1,-9.3,0
mbmgtech,2021-12-25,-3.3,-8.9,0
mbmgtech,2021-12-26,-3.7,-8.4,0
mbmgtech,2021-12-27,-7.9,-13.5,0
mbmgtech,2021-12-28,-11.2,-17,0
mbmgtech,2021-12-29,-10.6,-18.3,0
mbmgtech,2021-12-30,-6.8,-16.2,0
mbmgtech,2021-12-31,-8.7,-20.1,0
mbmgtech,2022-01-01,-12.3,-24.9,0
mbmgtech,2022-01-02,-4.2,-12.9,0
mbmgtech,2022-01-03,0.3,-9.2,0
mbmgtech,2022-01-04,-1.1,-8,0
mbmgtech,2022-01-05,-6.6,-17.3,0
mbmgtech,2022-01-06,-1.2,-18.6,0
mbmgtech,2022-01-07,3.7,-2.7,1.666
mbmgtech,2022-01-08,2.4,-7.6,0
mbmgtech,2022-01-09,-1.7,-9.7,0
mbmgtech,2022-01-10,-0.3,-11.1,0
mbmgtech,2022-01-11,2.4,-8.9,0
mbmgtech,2022-01-12,8.9,-1.3,0
mbmgtech,2022-01-13,5.7,-2.5,0
mbmgtech,2022-01-14,4.2,-5,0
mbmgtech,2022-01-15,3.9,-8.9,0
mbmgtech,2022-01-16,5,-6.7,0
mbmgtech,2022-01-17,7.2,-2.2,0
mbmgtech,2022-01-18,5,0.1,0
mbmgtech,2022-01-19,0.5,-8.4,0.187
mbmgtech,2022-01-20,1.7,-6.4,0
mbmgtech,2022-01-21,1.8,-3.8,0.034
mbmgtech,2022-01-22,2.1,-5.6,0
mbmgtech,2022-01-23,5.2,-9,0.017
mbmgtech,2022-01-24,3.4,-8.1,0
mbmgtech,2022-01-25,-0.8,-7.2,1.156
mbmgtech,2022-01-26,1.4,-10.8,0.017
mbmgtech,2022-01-27,-2.3,-12.7,0
mbmgtech,2022-01-28,1.7,-13.2,0.017
mbmgtech,2022-01-29,2.7,-10.7,0
mbmgtech,2022-01-30,6.6,-6.7,0
mbmgtech,2022-01-31,3.6,-5.5,0.068
mbmgtech,2022-02-01,-5,-12.7,0
mbmgtech,2022-02-02,-9.3,-24.9,0
mbmgtech,2022-02-03,-4.2,-18,0
mbmgtech,2022-02-04,2.1,-5.8,0.459
mbmgtech,2022-02-05,1.5,-2.4,0
mbmgtech,2022-02-06,3.8,-6.6,0
mbmgtech,2022-02-07,10,-5.8,0
mbmgtech,2022-02-08,6.7,-2.5,0
mbmgtech,2022-02-09,3.9,0.1,0
mbmgtech,2022-02-10,8.2,2.4,0
mbmgtech,2022-02-11,7.2,-1.8,0
mbmgtech,2022-02-12,5.9,-10.7,0
mbmgtech,2022-02-18,5.2,-1,0
mbmgtech,2022-02-19,7.9,-1.2,0
mbmgtech,2022-02-20,6,-3.2,0
mbmgtech,2022-02-21,-2.5,-19.5,0
mbmgtech,2022-02-22,-17.7,-27.2,0
mbmgtech,2022-02-23,-13.8,-28.3,0
mbmgtech,2022-02-24,-9.3,-20.8,0
mbmgtech,2022-02-25,-6.2,-20.7,0
mbmgtech,2022-02-26,0.8,-15.6,0
mbmgtech,2022-02-27,3.8,-11,0
mbmgtech,2022-02-28,6.2,-0.6,0
mbmgtech,2022-03-01,9.2,4.5,0
mbmgtech,2022-03-02,9.8,3.5,0
mbmgtech,2022-03-03,14.4,3,0
mbmgtech,2022-03-04,6.9,-2.3,0
mbmgtech,2022-03-05,-1.6,-9.2,0
mbmgtech,2022-03-06,-2.9,-8.8,0
mbmgtech,2022-03-07,-0.6,-13.1,0
mbmgtech,2022-03-08,-1.7,-12,0
mbmgtech,2022-03-09,-12,-21.9,0
mbmgtech,2022-03-10,-6.5,-22.4,0
mbmgtech,2022-03-11,1.3,-13.2,0.272
mbmgtech,2022-03-12,10,-0.7,0.034
mbmgtech,2022-03-13,9.6,0.7,0
mbmgtech,2022-03-14,8.4,-2.3,0
mbmgtech,2022-03-15,7.4,0.2,0.289
mbmgtech,2022-03-16,2.4,-3.1,0
mbmgtech,2022-03-17,7.4,-6,0
mbmgtech,2022-03-18,7.6,-0.1,0
mbmgtech,2022-03-19,9.7,-1.6,0
mbmgtech,2022-03-20,5.9,-3.8,3.436
mbmgtech,2022-03-21,3.5,-7.1,0
mbmgtech,2022-03-22,9.6,-1.9,0
mbmgtech,2022-03-23,16.2,-1.4,0
mbmgtech,2022-03-24,15.4,4,0
mbmgtech,2022-03-25,13.8,-1.6,0
mbmgtech,2022-03-26,14.3,1.3,0
mbmgtech,2022-03-27,17.7,0.5,0
mbmgtech,2022-03-28,17.6,4,0
mbmgtech,2022-03-29,12,-0.5,1.207
mbmgtech,2022-03-30,11.4,-4.5,0.08499999999999999
mbmgtech,2022-03-31,8.2,-2.2,0
mbmgtech,2022-04-01,7.5,-6.3,0
mbmgtech,2022-04-02,7.5,-3.2,0.153
mbmgtech,2022-04-03,8.9,-4.9,0
mbmgtech,2022-04-04,9.5,-0.7,0
mbmgtech,2022-04-05,2.8,-5.3,0.11900000000000001
mbmgtech,2022-04-06,5.3,-5.9,0
mbmgtech,2022-04-07,14.5,-6,0
mbmgtech,2022-04-08,20.2,0.4,0
mbmgtech,2022-04-09,18,-4.1,0.306
mbmgtech,2022-04-10,-0.7,-8.9,0
mbmgtech,2022-04-11,-2.7,-10.4,0
mbmgtech,2022-04-12,-5.1,-10.4,0
mbmgtech,2022-04-13,-4.7,-17.2,0
mbmgtech,2022-04-14,-2.8,-14.1,0
mbmgtech,2022-04-15,-3.4,-15.1,1.904
mbmgtech,2022-04-16,3.3,-9,0.748
mbmgtech,2022-04-17,2.2,-6.8,0.646
mbmgtech,2022-04-18,11.8,-5.6,0
mbmgtech,2022-04-19,11.3,0.7,0
mbmgtech,2022-04-20,9,-3.9,0
mbmgtech,2022-04-21,8.7,-1.4,0.969
mbmgtech,2022-04-22,4.9,-0.5,0
mbmgtech,2022-04-23,6.7,-0.4,0.255
mbmgtech,2022-04-24,8.4,-2.6,4.12
mbmgtech,2022-04-25,13.2,-1.5,0
mbmgtech,2022-04-26,13,5.4,0
mbmgtech,2022-04-27,8.4,-2.8,1.4460000000000002
mbmgtech,2022-04-28,8.7,-1.9,1.99
mbmgtech,2022-04-29,5.9,-1.2,3.996
mbmgtech,2022-04-30,8.6,-2.8,0.323
mbmgtech,2022-05-01,7.6,2.4,0.068
mbmgtech,2022-05-02,13.5,-0.4,0.068
mbmgtech,2022-05-03,12,4,0.051
mbmgtech,2022-05-04,17.1,0.3,0
mbmgtech,2022-05-05,17.4,3.2,0
mbmgtech,2022-05-06,16.6,3.8,0.22099999999999997
mbmgtech,2022-05-07,15.8,-0.1,3.809
mbmgtech,2022-05-08,5,-2.3,1.071
mbmgtech,2022-05-09,5.6,-5.7,0.97
mbmgtech,2022-05-10,5.9,-4.4,0
mbmgtech,2022-05-11,12.1,-4.3,0
mbmgtech,2022-05-12,10.2,0.8,0
mbmgtech,2022-05-13,9.5,1.3,0.034
mbmgtech,2022-05-14,10.4,-0.3,0.765
mbmgtech,2022-05-15,19.4,2.2,0.034
mbmgtech,2022-05-16,20.2,7.3,1.4809999999999999
mbmgtech,2022-05-17,17.7,4.4,2.038
mbmgtech,2022-05-18,16.8,2.1,0
mbmgtech,2022-05-19,11.6,-2,0.85
mbmgtech,2022-05-20,5.5,-2.4,1.4120000000000001
mbmgtech,2022-05-21,8,-1.8,0
mbmgtech,2022-05-22,7.8,0.4,1.8030000000000002
mbmgtech,2022-05-23,11.3,-2,0
mbmgtech,2022-05-24,13.5,0.6,0
mbmgtech,2022-05-25,19.7,6,0
mbmgtech,2022-05-26,23.6,4,0
mbmgtech,2022-05-27,22.6,9.3,1.583
mbmgtech,2022-05-28,17.1,5,1.583
mbmgtech,2022-05-29,12,2,27.793
mbmgtech,2022-05-30,7.1,3.5,7.634
mbmgtech,2022-05-31,9.9,3.5,0.136
mbmgtech,2022-06-01,13.3,1.9,0.34
mbmgtech,2022-06-02,15,5.7,5.915
mbmgtech,2022-06-03,17,7.4,0.6799999999999999
mbmgtech,2022-06-04,15.3,5.4,9.132
mbmgtech,2022-06-05,13.4,5.9,4.546
mbmgtech,2022-06-06,14,5.7,0.748
mbmgtech,2022-06-07,15.5,3.3,0.323
mbmgtech,2022-06-08,15.5,5.9,0.833
mbmgtech,2022-06-09,21.9,8.2,1.3780000000000001
mdabench,2019-04-30,1.8,-7.5,0
mdabench,2019-05-01,9.1,-7.8,0
mdabench,2019-05-02,9.6,-1,0
mdabench,2019-05-03,15.4,-4,0
mdabench,2019-05-04,15.1,1,0
mdabench,2019-05-05,11.2,-1.9,0
mdabench,2019-05-06,9.4,0.1,0
mdabench,2019-05-07,12.4,-2.4,0
mdabench,2019-05-08,10.9,0.2,0
mdabench,2019-05-09,12,-5.2,0
mdabench,2019-05-10,15.8,-1.6,0
mdabench,2019-05-11,17.6,5,0
mdabench,2019-05-12,23.7,5,0
mdabench,2019-05-13,23.4,7.8,0
mdabench,2019-05-14,23.7,6.4,0
mdabench,2019-05-15,22.3,11.9,0
mdabench,2019-05-16,19,5.3,0
mdabench,2019-05-17,7.2,3.6,0
mdabench,2019-05-18,3.6,-1.6,0
mdabench,2019-05-19,4.2,-0.6,0
mdabench,2019-05-20,5,0.3,0
mdabench,2019-05-21,5.6,1.4,0
mdabench,2019-05-22,14.1,2.2,0
mdabench,2019-05-23,16.3,0.3,0
mdabench,2019-05-24,13.6,3.2,0
mdabench,2019-05-25,15.4,2.9,0
mdabench,2019-05-26,13.3,7.8,0
mdabench,2019-05-27,10.2,5.8,0
mdabench,2019-05-28,15.5,6.5,0
mdabench,2019-05-29,19.9,4,0
mdabench,2019-05-30,24.1,5.7,0.017
mdabench,2019-05-31,23.8,10.2,0
mdabench,2019-06-01,21.8,5.7,0
mdabench,2019-06-02,25,7.4,0
mdabench,2019-06-03,25.1,12.7,0
mdabench,2019-06-04,24.5,10,0
mdabench,2019-06-05,22.6,9.5,0
mdabench,2019-06-06,22.4,10.3,0
mdabench,2019-10-09,-2.1,-7.3,0
mdabench,2019-10-10,-3.3,-22.8,0
mdabench,2019-10-11,5.3,-18,0.051000000000000004
mdabench,2019-10-12,7.9,-14.1,0
mdabench,2019-10-13,12.5,-5.7,0
mdabench,2019-10-14,8.3,2.1,0.068
mdabench,2019-10-15,12.2,-5.1,0.017
mdabench,2019-10-16,21.4,3.9,0
mdabench,2019-10-17,18.9,5.3,0
mdabench,2019-10-18,11.5,0.4,0
mdabench,2019-10-19,10.6,0.5,0
mdabench,2019-10-20,7.8,0.9,0.238
mdabench,2019-10-21,7.8,-6.4,0
mdabench,2019-10-22,14.3,-0.4,0.119
mdabench,2019-10-23,8.6,-0.5,2.891
mdabench,2019-10-24,10.1,-7,1.768
mdabench,2019-10-25,19.8,1.3,0
mdabench,2019-10-26,17.7,-3.1,0
mdabench,2019-10-27,-2.9,-9.9,1.327
mdabench,2019-10-28,-4.2,-12.5,0
mdabench,2019-10-29,-11.4,-15.3,0
mdabench,2019-10-30,-2.3,-24.2,0
mdabench,2019-10-31,2.6,-10.4,0
mdabench,2019-11-01,2.4,-4.8,0
mdabench,2019-11-02,8.4,-10.9,0
mdabench,2019-11-03,5.5,0.4,1.343
mdabench,2019-11-04,0.4,-2.9,0.8160000000000001
mdabench,2019-11-05,4.4,-3.4,2.567
mdabench,2019-11-06,-1,-12.4,0
mdabench,2019-11-07,7.9,-18.7,0.816
mdabench,2019-11-08,17.5,-2.9,0
mdabench,2019-11-09,15.6,3.4,0
mdabench,2019-11-10,3,-13.3,0.187
mdabench,2019-11-11,-0.9,-25.8,0
mdabench,2019-11-12,8.2,-10.8,0.42500000000000004
mdabench,2019-11-13,6.1,-0.9,4.285
mdabench,2019-11-14,9.1,-6.1,0.136
mdabench,2019-11-15,15.2,-2.7,0
mdabench,2019-11-16,10.8,1.2,0.323
mdabench,2019-11-17,14.1,-3,0
mdabench,2019-11-18,13.8,4.4,0
mdabench,2019-11-19,8.2,0.6,1.565
mdabench,2019-11-20,0.2,-3.9,0
mdabench,2019-11-21,-0.1,-12.9,0
mdabench,2019-11-22,10.6,-9.4,1.259
mdabench,2019-11-23,12,-3.7,0
mdabench,2019-11-24,10.9,3.6,0
mdabench,2019-11-25,3.3,-4.3,0
mdabench,2019-11-26,-1.6,-12.7,0
mdabench,2019-11-27,-4.4,-12.1,0
mdabench,2019-11-28,-5.6,-12.4,0
mdabench,2019-11-29,-11.9,-24.3,0
mdabench,2019-11-30,-10.1,-17.7,0
mdabench,2019-12-01,0.3,-20,0
mdabench,2019-12-02,4.6,-0.9,0
mdabench,2019-12-03,7.4,-2.1,0
mdabench,2019-12-04,7.3,-0.3,0
mdabench,2019-12-05,5.3,-3.7,0
mdabench,2019-12-06,6.7,-4.7,0
mdabench,2019-12-07,9.6,1.6,0
mdabench,2019-12-08,4.5,-11.8,0
mdabench,2019-12-09,1.8,-16.6,0
mdabench,2019-12-10,4.4,-11.7,0.272
mdabench,2019-12-11,4.4,-10.8,0
mdabench,2019-12-12,6.8,-6.9,0
mdabench,2019-12-13,2.8,-6.9,0
mdabench,2019-12-14,-1.3,-15.2,0
mdabench,2019-12-15,-0.9,-8.5,0
mdabench,2019-12-16,-1,-14.2,0
mdabench,2019-12-17,5.5,-11.6,0
mdabench,2019-12-18,6.7,0.7,0
mdabench,2019-12-19,6,-6,0
mdabench,2019-12-20,9,0,0
mdabench,2019-12-21,13.4,3.5,0
mdabench,2019-12-22,13.2,0,0
mdabench,2019-12-23,11.2,-2.7,0
mdabench,2019-12-24,6,0.1,0.187
mdabench,2019-12-25,-0.5,-8.5,0
mdabench,2019-12-26,1,-12.1,0
mdabench,2019-12-27,2.1,-11,0
mdabench,2019-12-28,-1.7,-9.8,0
mdabench,2019-12-29,0.2,-13.7,0
mdabench,2019-12-30,4.9,-14,0
mdabench,2019-12-31,7.4,-9,0
mdabench,2020-01-01,8.5,1.6,0.051000000000000004
mdabench,2020-01-02,4.4,-4.3,0.612
mdabench,2020-01-03,7.2,-13.8,0.578
mdabench,2020-01-04,9.8,2.8,0
mdabench,2020-01-05,2.4,-6.5,0
mdabench,2020-01-06,2.2,-7.4,0
mdabench,2020-01-07,4.3,-3,0.357
mdabench,2020-01-08,6.6,1.3,0
mdabench,2020-01-09,2.8,-12.5,0
mdabench,2020-01-10,-3.5,-22.2,0
mdabench,2020-01-11,2.6,-4.4,0
mdabench,2020-01-12,-0.2,-17.2,0
mdabench,2020-01-13,-17.2,-23.2,0
mdabench,2020-01-14,-21.4,-24.3,0
mdabench,2020-01-15,-2.4,-30.5,0
mdabench,2020-01-16,4.2,-9.2,0
mdabench,2020-01-17,1,-22,0
mdabench,2020-01-18,-7,-24.6,0
mdabench,2020-01-19,7.7,-10.4,0
mdabench,2020-01-20,13,-7,0
mdabench,2020-01-21,10.3,1.5,0
mdabench,2020-01-22,6.4,-2.5,0
mdabench,2020-01-23,9.3,-7.7,0
mdabench,2020-01-24,11.5,-0.9,0
mdabench,2020-01-25,7.2,1,0
mdabench,2020-01-26,7.4,-8.6,0
mdabench,2020-01-27,6.4,-2.7,1.19
mdabench,2020-01-28,8.2,-8.4,0
mdabench,2020-01-29,8.2,-3.1,0
mdabench,2020-01-30,5.7,-5.1,1.037
mdabench,2020-01-31,11.8,-6.2,0
mdabench,2020-02-01,17.3,7.4,0
mdabench,2020-02-02,13.7,-5.8,0
mdabench,2020-02-03,-1.5,-12.7,0
mdabench,2020-02-04,-0.6,-16.7,0
mdabench,2020-02-05,4,-8,0
mdabench,2020-02-06,3.2,-2.2,0
mdabench,2020-02-07,-1.2,-8.9,0
mdabench,2020-02-08,1.8,-5.5,0
mdabench,2020-02-09,0.8,-16.4,0
mdabench,2020-02-10,-1,-5.5,0
mdabench,2020-02-11,3,-14.9,0
mdabench,2020-02-12,1.3,-10.8,0
mdabench,2020-02-13,0.9,-14.1,0
mdabench,2020-02-14,4.5,-3.4,0
mdabench,2020-02-15,2.6,-8.4,0
mdabench,2020-02-16,3.2,-3.8,0
mdabench,2020-02-17,0.4,-10.7,0
mdabench,2020-02-18,-3.7,-13.7,0
mdabench,2020-02-19,-3.5,-22.2,0
mdabench,2020-02-20,5.1,-17.9,0.23800000000000002
mdabench,2020-02-21,10.3,-5.7,0
mdabench,2020-02-22,10.3,-4.8,0
mdabench,2020-02-23,6.8,-6.8,0
mdabench,2020-02-24,4,-4.3,1.8679999999999999
mdabench,2020-02-25,-1.6,-11.4,0
mdabench,2020-02-26,5.2,-11.2,0
mdabench,2020-02-27,5.8,-6.6,1.1219999999999999
mdabench,2020-02-28,12.6,-3.2,0
mdabench,2020-02-29,8.6,2.8,0
mdabench,2020-03-01,2.8,-4.7,0
mdabench,2020-03-02,5.5,-5.4,0
mdabench,2020-03-03,9.1,-1.8,0
mdabench,2020-03-04,8.3,-1.9,0
mdabench,2020-03-05,7.2,-11.4,0
mdabench,2020-03-06,18.4,2.5,0
mdabench,2020-03-07,17.1,-0.3,0
mdabench,2020-03-08,3.4,-9.3,0.425
mdabench,2020-03-09,3.6,-2.7,0
mdabench,2020-03-10,7.8,-6.9,0
mdabench,2020-03-11,9.5,-0.5,0.051000000000000004
mdabench,2020-03-12,0.4,-9.9,0.527
mdabench,2020-03-13,-2.4,-9.4,0
mdabench,2020-03-14,-5.8,-17.7,0
mdabench,2020-03-15,-13.1,-20.7,0
mdabench,2020-03-16,-2.2,-22,0
mdabench,2020-03-17,4.2,-14.2,0.136
mdabench,2020-03-18,0,-8.2,0
mdabench,2020-03-19,-2.2,-7.8,0
mdabench,2020-03-20,2.4,-10.1,0
mdabench,2020-03-21,8,-7.4,0
mdabench,2020-03-22,4.8,-5,0.9530000000000001
mdabench,2020-03-23,10.8,-5.1,0
mdabench,2020-03-24,8,-0.2,0
mdabench,2020-03-25,4.4,-4.6,0
mdabench,2020-03-26,6.1,-10.9,0.476
mdabench,2020-03-27,7.3,-6.6,0
mdabench,2020-03-28,8.8,-4.7,0
mdabench,2020-03-29,13.4,-4.3,0
mdabench,2020-03-30,13.2,0.4,0
mdabench,2020-03-31,11.2,0.7,0
mdabench,2020-04-01,3.5,-13.4,0.034
mdabench,2020-04-02,-9.1,-15.2,0
mdabench,2020-04-03,2.3,-15.8,0.068
mdabench,2020-04-04,0,-9,0
mdabench,2020-04-05,8.7,-7.6,0
mdabench,2020-04-06,13.8,-1,0
mdabench,2020-04-07,13.1,-0.6,0
mdabench,2020-04-08,11.8,-4.4,0.10200000000000001
mdabench,2020-04-09,13.4,-8.5,0
mdabench,2020-04-10,15.4,-4.3,0
mdabench,2020-04-11,9,-5.3,0.612
mdabench,2020-04-12,-5.4,-15.4,0
mdabench,2020-04-13,-5.5,-14,0
mdabench,2020-04-14,3.3,-12.2,0
mdabench,2020-04-15,3.4,-2.8,0
mdabench,2020-04-16,1.1,-10.4,0
mdabench,2020-04-17,12.3,-7.6,0
mdabench,2020-04-18,10.6,0.4,2.346
mdabench,2020-04-19,11.7,-4,4.305
mdabench,2020-04-20,15.3,1.9,0
mdabench,2020-04-21,18.4,-0.6,0
mdabench,2020-04-22,18,2.8,0
mdabench,2020-04-23,15.1,5.4,0.16999999999999998
mdabench,2020-04-24,12.3,1.2,0.085
mdabench,2020-04-25,15.5,-1.5,0
mdabench,2020-04-26,16.9,5,0
mdabench,2020-04-27,17.3,4.1,0
mdabench,2020-04-28,16.4,2.6,0
mdabench,2020-04-29,24.4,2.8,0
mdabench,2020-04-30,24.1,7.8,0.16999999999999998
mdabench,2020-05-01,17.3,4.9,1.7
mdabench,2020-05-02,17.3,-2.4,0
mdabench,2020-05-03,17.3,4,5.438
mdabench,2020-05-04,13,-3.4,0
mdabench,2020-05-05,13.4,-2.1,0
mdabench,2020-05-06,17.3,2.1,0
mdabench,2020-05-07,15.6,1.4,1.615
mdabench,2020-05-08,13.3,0.4,0.085
mdabench,2020-05-09,11,1,4.817
mdabench,2020-05-10,9.6,-0.5,0.017
mdabench,2020-05-11,6.6,-0.4,0
mdabench,2020-05-12,7.4,-0.5,1.31
mdabench,2020-05-13,15.3,2,0.11900000000000001
mdabench,2020-05-14,15.7,-0.6,0
mdabench,2020-05-15,13.6,1.2,0
mdabench,2020-05-16,17.4,-1,0
mdabench,2020-05-17,22.1,5.7,0
mdabench,2020-05-18,20.8,10.6,3.728
mdabench,2020-05-19,18.8,5.5,4.08
mdabench,2020-05-20,18.2,10,11.004
mdabench,2020-05-21,15,5.9,4.1
mdabench,2020-07-25,27.3,11.8,0.017
mdabench,2020-07-26,26.8,5.4,0
mdabench,2020-07-27,29.7,8.3,0
mdabench,2020-07-28,30.6,13.1,0
mdabench,2020-10-01,20.63,-0.31,0
mdabench,2020-10-02,18.75,5.17,0
mdabench,2020-10-03,19.56,2.91,0
mdabench,2020-10-04,26.01,5.99,0
mdabench,2020-10-05,23.79,9.62,0
mdabench,2020-10-06,27.26,8.7,0
mdabench,2020-10-07,24.55,1.45,0
mdabench,2020-10-08,25.74,7.35,0
mdabench,2020-10-09,23.25,5.21,0
mdabench,2020-10-10,26.83,6.43,0
mdabench,2020-10-11,23.26,5.81,0
mdabench,2020-10-12,16.05,1.58,0.357
mdabench,2020-10-13,12.04,-3.55,1.173
mdabench,2020-10-14,11.46,1.67,0
mdabench,2020-10-15,5.97,-6.59,0
mdabench,2020-10-16,12.6,-6.92,0.102
mdabench,2020-10-17,11.13,-7.49,1.037
mdabench,2020-10-18,-5.16,-8.6,0
mdabench,2020-10-19,1.45,-6.79,2.329
mdabench,2020-10-20,5.15,-3.13,6.905
mdabench,2020-10-21,4.96,-4,0.8330000000000001
mdabench,2020-10-22,-3.29,-9.28,0
mdabench,2020-10-23,-4.13,-11.25,0
mdabench,2020-10-24,-5.82,-13.61,0
mdabench,2020-10-25,-10.95,-20.13,0
mdabench,2020-10-26,-1.3,-24.39,0
mdabench,2020-10-27,6.13,-9.37,0.034
mdabench,2020-10-28,7.49,1.19,0
mdabench,2020-10-29,11.09,2.95,0
mdabench,2020-10-30,18.78,0.14,0
mdabench,2020-10-31,11.11,-0.98,0
mdabench,2020-11-01,19.67,-2.91,0
mdabench,2020-11-02,22.75,3.09,0
mdabench,2020-11-03,22.93,5.56,0
mdabench,2020-11-04,19.67,4.8,0
mdabench,2020-11-05,21.86,6.07,0
mdabench,2020-11-06,17.01,-0.63,0
mdabench,2020-11-07,6.53,1.8,0.017
mdabench,2020-11-08,2.49,-11.99,2.804
mdabench,2020-11-09,-1.77,-12.5,0
mdabench,2020-11-10,0.92,-12.33,0
mdabench,2020-11-11,-1.06,-10.57,0
mdabench,2020-11-12,2.39,-16.01,0
mdabench,2020-11-13,5.32,-4.99,0
mdabench,2020-11-14,3.87,-1.35,0
mdabench,2020-11-15,7.5,-8.51,0
mdabench,2020-11-16,6.57,-0.17,0
mdabench,2020-11-17,13.09,2.14,0.034
mdabench,2020-11-18,13.86,3.77,0
mdabench,2020-11-19,8.19,0.76,0.306
mdabench,2020-11-20,5.36,-3.83,0
mdabench,2020-11-21,5.26,-4.77,0
mdabench,2020-11-22,8.3,-9.23,0
mdabench,2020-11-23,5.64,-5.34,0
mdabench,2020-11-24,7.38,-7.5,0
mdabench,2020-11-25,7.29,-3.3,0
mdabench,2020-11-26,3.64,-7.29,0
mdabench,2020-11-27,10.98,-6.29,0
